term	file	context
hof.swf	research/newly-recovered/yoyo-obscure-paths/hof-20080502.html	"#version=9,0,0,0"" width=""600"" height=""100"" id=""hof"" align=""middle""> <param name=""allowScriptAccess"" value=""sameDomain"" /> <param name=""allowFullScreen"" value=""false"" /> <param name=""movie"" value=""hof.swf"" /><param name=""quality"" value=""high"" /><param name=""bgcolor"" value=""#000000"" /> <embed src=""hof.swf"" quality=""high"" bgcolor=""#000000"" width=""600"" height=""100"" name=""hof"" align=""middle"" allowScriptAccess=""sameDomain"" allowFullScreen=""false"" type=""application/x-shockwave-flash"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" /> </object> </noscript> <table bgcolor=""black"" cellpadding=""10""> <tr><th width=""80"">Name:</td> <th width=""20""> </td> <th width=""100"">Country:</td> <th width=""80"">Date:</td> <th width=""200"">Comment:</td></tr> <tr><td>Sas</td> <td><img src=""female.jpg""></td> <t"
BlackAndWhite.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	160502013935 https://ssl https://ssl danger-map.html 20160502013935 http://www http://www danger-map.html 20160502013935 http://www.theroomz.yoyo.pl/ http://www.theroomz.yoyo.pl/ paper-root.html 20071121144203 sameDomain http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xht
BlackAndWhite.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	160502013935 http://www http://www danger-map.html 20160502013935 http://www.theroomz.yoyo.pl/ http://www.theroomz.yoyo.pl/ paper-root.html 20071121144203 sameDomain http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http://fpdownload.mac
hof.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	0080502.html 20080502181650 AC_RunActiveContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.theroomz.yoyo.pl:80/false hof-20080502.html 20080502181650 hof.swf http://www.theroomz.yoyo.pl:80/hof.swf hof-20080502.html 20080502181650 high http://www.theroomz.yoyo.pl:80/high hof-20080502.html 20080502181650 #000000 http://www.theroomz.yoyo.pl:80/hof.htm#000000 hof-20080502.html 20080502181650 female.jpg http://www.theroomz.yoyo.pl:80/female.jpg hof-20080502.html 20080502181650 male.jpg http://www.theroomz.yoyo.pl:80/male.jpg hof-20080502.html 20080502181650 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml hof-20080502.html 20080502181650 http://
hof.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	eContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.theroomz.yoyo.pl:80/false hof-20080502.html 20080502181650 hof.swf http://www.theroomz.yoyo.pl:80/hof.swf hof-20080502.html 20080502181650 high http://www.theroomz.yoyo.pl:80/high hof-20080502.html 20080502181650 #000000 http://www.theroomz.yoyo.pl:80/hof.htm#000000 hof-20080502.html 20080502181650 female.jpg http://www.theroomz.yoyo.pl:80/female.jpg hof-20080502.html 20080502181650 male.jpg http://www.theroomz.yoyo.pl:80/male.jpg hof-20080502.html 20080502181650 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml hof-20080502.html 20080502181650 http://download.macromedia.com/pub/shockwave/c
Redirect.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	pl/img/kill.png http://ad.yoyo.pl/img/kill.png roomz-2012.html 20121106220606 http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js roomz-2012.html 20121106220606 sameDomain http://www.theroomz.yoyo.pl/sameDomain roomz-2012.html 20121106220606 Redirect.swf http://www.theroomz.yoyo.pl/Redirect.swf roomz-2012.html 20121106220606 high http://www.theroomz.yoyo.pl/high roomz-2012.html 20121106220606 #000000 http://www.theroomz.yoyo.pl/roomz.htm#000000 roomz-2012.html 20121106220606 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js roomz-2012.html 20121106220606 http://arbo.hit.gemius.pl/xgemius.js http://arbo.hit.gemius.pl/xgemius.js roomz-2012.html 20121106220606 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xh
Redirect.swf	research/newly-recovered/yoyo-obscure-paths/links.tsv	l.png roomz-2012.html 20121106220606 http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js http://go.evolutionmedia.bbelements.com/bb/bb_one2n.js roomz-2012.html 20121106220606 sameDomain http://www.theroomz.yoyo.pl/sameDomain roomz-2012.html 20121106220606 Redirect.swf http://www.theroomz.yoyo.pl/Redirect.swf roomz-2012.html 20121106220606 high http://www.theroomz.yoyo.pl/high roomz-2012.html 20121106220606 #000000 http://www.theroomz.yoyo.pl/roomz.htm#000000 roomz-2012.html 20121106220606 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js roomz-2012.html 20121106220606 http://arbo.hit.gemius.pl/xgemius.js http://arbo.hit.gemius.pl/xgemius.js roomz-2012.html 20121106220606 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml roomz-2012.html 20121106220606 http:/
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	t.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 paper-root.html 20071121144203 http://www.macromedia.com/go/getflashplayer http://www.macromedia.com/go/getflashplayer this-root.html 20071128034207 http://www.google-
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	eroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 paper-root.html 20071121144203 http://www.macromedia.com/go/getflashplayer http://www.macromedia.com/go/getflashplayer this-root.html 20071128034207 http://www.google-analytics.com/urchin.js http://www.googl
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	s/flash/swflash.cab#version=8,0,0,0 paper-root.html 20071121144203 http://www.macromedia.com/go/getflashplayer http://www.macromedia.com/go/getflashplayer this-root.html 20071128034207 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-root.html 20071128034207 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq this-lesson-2007.html 20071129231525 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-lesson-2007.html 20071129231525 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq hof-20080502.html 20080502181650 AC_RunActiveContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.thero
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	r-root.html 20071121144203 http://www.macromedia.com/go/getflashplayer http://www.macromedia.com/go/getflashplayer this-root.html 20071128034207 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-root.html 20071128034207 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq this-lesson-2007.html 20071129231525 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-lesson-2007.html 20071129231525 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq hof-20080502.html 20080502181650 AC_RunActiveContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.theroomz.yoyo.pl:80/false hof-20080502.html 2
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	tics.com/urchin.js http://www.google-analytics.com/urchin.js this-root.html 20071128034207 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq this-lesson-2007.html 20071129231525 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-lesson-2007.html 20071129231525 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq hof-20080502.html 20080502181650 AC_RunActiveContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.theroomz.yoyo.pl:80/false hof-20080502.html 20080502181650 hof.swf http://www.theroomz.yoyo.pl:80/hof.swf hof-20080502.html 20080502181650 high http://www.theroomz.yoyo.pl:80/high hof-20080502.html 20080502181650 
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/links.tsv	lytics.com/urchin.js this-root.html 20071128034207 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq this-lesson-2007.html 20071129231525 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js this-lesson-2007.html 20071129231525 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq hof-20080502.html 20080502181650 AC_RunActiveContent.js http://www.theroomz.yoyo.pl:80/AC_RunActiveContent.js hof-20080502.html 20080502181650 sameDomain http://www.theroomz.yoyo.pl:80/sameDomain hof-20080502.html 20080502181650 false http://www.theroomz.yoyo.pl:80/false hof-20080502.html 20080502181650 hof.swf http://www.theroomz.yoyo.pl:80/hof.swf hof-20080502.html 20080502181650 high http://www.theroomz.yoyo.pl:80/high hof-20080502.html 20080502181650 #000000 http://www.theroomz.yoyo.pl:80/h
/paper/	research/newly-recovered/yoyo-obscure-paths/links.tsv	b3edc3f105335659a3e69b954d9e31 danger-map.html 20160502013935 https://ssl https://ssl danger-map.html 20160502013935 http://www http://www danger-map.html 20160502013935 http://www.theroomz.yoyo.pl/ http://www.theroomz.yoyo.pl/ paper-root.html 20071121144203 sameDomain http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144
/paper/	research/newly-recovered/yoyo-obscure-paths/links.tsv	html 20160502013935 http://www http://www danger-map.html 20160502013935 http://www.theroomz.yoyo.pl/ http://www.theroomz.yoyo.pl/ paper-root.html 20071121144203 sameDomain http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http
/paper/	research/newly-recovered/yoyo-obscure-paths/links.tsv	z.yoyo.pl/ http://www.theroomz.yoyo.pl/ paper-root.html 20071121144203 sameDomain http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 http://fp
/paper/	research/newly-recovered/yoyo-obscure-paths/links.tsv	 http://www.theroomz.yoyo.pl:80/paper/sameDomain paper-root.html 20071121144203 BlackAndWhite.swf http://www.theroomz.yoyo.pl:80/paper/BlackAndWhite.swf paper-root.html 20071121144203 high http://www.theroomz.yoyo.pl:80/paper/high paper-root.html 20071121144203 #ffffff http://www.theroomz.yoyo.pl:80/paper/#ffffff paper-root.html 20071121144203 http://www.google-analytics.com/urchin.js http://www.google-analytics.com/urchin.js paper-root.html 20071121144203 /yoyo.pnq http://www.theroomz.yoyo.pl:80/yoyo.pnq paper-root.html 20071121144203 http://www.w3.org/1999/xhtml http://www.w3.org/1999/xhtml paper-root.html 20071121144203 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0 pape
BlackAndWhite.swf	research/newly-recovered/yoyo-obscure-paths/paper-root.html	" <object classid=""clsid:d27cdb6e-ae6d-11cf-96b8-444553540000"" codebase=""http://fpdownload.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=8,0,0,0"" width=""150"" height=""250"" id=""BlackAndWhite"" align=""middle""> <param name=""allowScriptAccess"" value=""sameDomain"" /> <param name=""movie"" value=""BlackAndWhite.swf"" /><param name=""quality"" value=""high"" /><param name=""bgcolor"" value=""#ffffff"" /><embed src=""BlackAndWhite.swf"" quality=""high"" bgcolor=""#ffffff"" width=""150"" height=""250"" name=""BlackAndWhite"" align=""middle"" allowScriptAccess=""sameDomain"" type=""application/x-shockwave-flash"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" /> </object> <script src=""http://www.google-analytics.com/urchin.js"" type=""text/javascript""></script><script type=""text/javascript"">_uacct = ""UA-1482806-8""; urchinTrac"
BlackAndWhite.swf	research/newly-recovered/yoyo-obscure-paths/paper-root.html	"hockwave/cabs/flash/swflash.cab#version=8,0,0,0"" width=""150"" height=""250"" id=""BlackAndWhite"" align=""middle""> <param name=""allowScriptAccess"" value=""sameDomain"" /> <param name=""movie"" value=""BlackAndWhite.swf"" /><param name=""quality"" value=""high"" /><param name=""bgcolor"" value=""#ffffff"" /><embed src=""BlackAndWhite.swf"" quality=""high"" bgcolor=""#ffffff"" width=""150"" height=""250"" name=""BlackAndWhite"" align=""middle"" allowScriptAccess=""sameDomain"" type=""application/x-shockwave-flash"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" /> </object> <script src=""http://www.google-analytics.com/urchin.js"" type=""text/javascript""></script><script type=""text/javascript"">_uacct = ""UA-1482806-8""; urchinTracker(); </script> <script src=""/yoyo.pnq"" type=""text/javascript""></script> </body> </html> "
yoyo.pnq	research/newly-recovered/yoyo-obscure-paths/paper-root.html	"ain"" type=""application/x-shockwave-flash"" pluginspage=""http://www.macromedia.com/go/getflashplayer"" /> </object> <script src=""http://www.google-analytics.com/urchin.js"" type=""text/javascript""></script><script type=""text/javascript"">_uacct = ""UA-1482806-8""; urchinTracker(); </script> <script src=""/yoyo.pnq"" type=""text/javascript""></script> </body> </html> "
cannon.txt	research/newly-recovered/cannon-and-robots/manifest.tsv	file timestamp original_url bytes sha256 fetched_url cannon.txt 20071114203520 http://www.theroomz.yoyo.pl:80/cannon.txt 345 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 https://web.archive.org/web/20071114203520id_/http://www.theroomz.yoyo.pl:80/cannon.txt robots-yoyo-20070703.txt 20070703063940 http://www.theroomz.yoyo.pl:80/robots.txt 25 86b18ac4328ba70727a66a0a357074ad6d68fc1d897a68a3f7ae8826d181061e https://web.archive.org/web/20070703063940id_/http://www.theroomz.yoyo.pl:80/robots.txt robots-yoyo-20070817.txt 20070817060529 http://
cannon.txt	research/newly-recovered/cannon-and-robots/manifest.tsv	file timestamp original_url bytes sha256 fetched_url cannon.txt 20071114203520 http://www.theroomz.yoyo.pl:80/cannon.txt 345 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 https://web.archive.org/web/20071114203520id_/http://www.theroomz.yoyo.pl:80/cannon.txt robots-yoyo-20070703.txt 20070703063940 http://www.theroomz.yoyo.pl:80/robots.txt 25 86b18ac4328ba70727a66a0a357074ad6d68fc1d897a68a3f7ae8826d181061e https://web.archive.org/web/20070703063940id_/http://www.theroomz.yoyo.pl:80/robots.txt robots-yoyo-20070817.txt 20070817060529 http://www.theroomz.yoyo.pl:80/robots.txt 33 6eed2a4843903fbda1d
cannon.txt	research/newly-recovered/cannon-and-robots/manifest.tsv	file timestamp original_url bytes sha256 fetched_url cannon.txt 20071114203520 http://www.theroomz.yoyo.pl:80/cannon.txt 345 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 https://web.archive.org/web/20071114203520id_/http://www.theroomz.yoyo.pl:80/cannon.txt robots-yoyo-20070703.txt 20070703063940 http://www.theroomz.yoyo.pl:80/robots.txt 25 86b18ac4328ba70727a66a0a357074ad6d68fc1d897a68a3f7ae8826d181061e https://web.archive.org/web/20070703063940id_/http://www.theroomz.yoyo.pl:80/robots.txt robots-yoyo-20070817.txt 20070817060529 http://www.theroomz.yoyo.pl:80/robots.txt 33 6eed2a4843903fbda1d2d4f243c89a67a0facd56fce4abf992316fc23b60ec3d https://web.archive.org/web/20070817060529id_/http://www.theroomz.yoyo.pl:80/robots.txt robots-org-20070622.txt
cannon.txt	research/newly-recovered/cannon-and-robots/RESULT.md	# cannon.txt recovery and robots-path mining - Archived objects recovered: 6 - robots.txt path directives extracted: 2 - Failures: 0 ## cannon.txt - Bytes: 345 - SHA-256: 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 - Saved verbatim to `originals/recovered/runtime-data/cannon.txt`. ```text CBAKVVASXKF......LFFS.HAJPJ.VND........VQZV.N.IDHSAUJ.U.BZXVPQI.R.DNZVSHA.C.DOGEHXB...APOEZMNBNAWJHD hint: you should download that file or copy it to your own notepad. don't m
cannon.txt	research/newly-recovered/cannon-and-robots/RESULT.md	# cannon.txt recovery and robots-path mining - Archived objects recovered: 6 - robots.txt path directives extracted: 2 - Failures: 0 ## cannon.txt - Bytes: 345 - SHA-256: 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 - Saved verbatim to `originals/recovered/runtime-data/cannon.txt`. ```text CBAKVVASXKF......LFFS.HAJPJ.VND........VQZV.N.IDHSAUJ.U.BZXVPQI.R.DNZVSHA.C.DOGEHXB...APOEZMNBNAWJHD hint: you should download that file or copy it to your own notepad. don't miss any detail! square? ``` ## robots.txt path clues - `/danger` (robots-yoyo-200708
cannon.txt	research/newly-recovered/cannon-and-robots/RESULT.md	# cannon.txt recovery and robots-path mining - Archived objects recovered: 6 - robots.txt path directives extracted: 2 - Failures: 0 ## cannon.txt - Bytes: 345 - SHA-256: 99e085eb73485979e7b53ad556db8029c2098b51b2d42618d2ca605ddf998f39 - Saved verbatim to `originals/recovered/runtime-data/cannon.txt`. ```text CBAKVVASXKF......LFFS.HAJPJ.VND........VQZV.N.IDHSAUJ.U.BZXVPQI.R.DNZVSHA.C.DOGEHXB...APOEZMNBNAWJHD hint: you should download that file or copy it to your own notepad. don't miss any detail! square? ``` ## robots.txt path clues - `/danger` (robots-yoyo-20070817.txt) - `/danger` (robots-dreamward-20141225.txt) 
cannon.txt	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	"3"",""2803""], [""20070920121443"",""http://www.theroomz.yoyo.pl/back.gif"",""200"",""image/gif"",""M55SKF5I3VSWUMJMWCGIW27A2HDNUJFK"",""1396""], [""20110930161003"",""http://www.theroomz.yoyo.pl/back.gif"",""200"",""image/gif"",""DBT2DHQDPIEHEPMJ63RHDQO2WFNHZ4FE"",""1521""], [""20071114203520"",""http://www.theroomz.yoyo.pl:80/cannon.txt"",""200"",""text/plain"",""6MATT3WSI2OOQS2P5LNW5FOLM5BONVX6"",""469""], [""20160504022936"",""http://www.theroomz.yoyo.pl/danger/"",""200"",""text/html"",""VHGGYLQEMAGWEVB62GKZOYOTEXKMW6JR"",""10791""], [""20210322112841"",""http://www.theroomz.yoyo.pl/danger/"",""200"",""text/html"",""WNK26OR4A7R5UJLMET35FZP3RZMTBMF3"",""7860""], [""20160502013935"",""http://www.theroomz.yoyo.pl/danger/map.htm/"",""200"",""text/html"",""Z3UOC3N5QGLPM7OCY5P2VEPDUP3MPQC3"",""10930""], [""20210321135554"",""http://www.theroomz.yoyo.pl/danger/map.htm/"",""200"",""t"
yoyo.pnq	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	"030"",""http://www.theroomz.yoyo.pl/tricon.ico"",""200"",""image/x-icon"",""ISTPKOTSFVHJIRQBKJMMCGL5YR2WJFAG"",""520""], [""20110930161017"",""http://www.theroomz.yoyo.pl/UnderTR.swf"",""200"",""application/x-shockwave-flash"",""UMT7FREVACVXI7I2KTXMIHSEOJNTOEM5"",""23840""], [""20070920121441"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""AZ7PPV62RYQJW6MYCROMBLSNFMIXAF6R"",""306""], [""20070920121513"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""CSQ4BSMKRVKR27KJZZA2PPFN4RGO6R34"",""306""], [""20071018092116"",""http://www.theroomz.yoyo.pl:80/yoyo.pnq"",""200"",""text/plain"",""3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ"",""298""]] "
yoyo.pnq	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	"0161017"",""http://www.theroomz.yoyo.pl/UnderTR.swf"",""200"",""application/x-shockwave-flash"",""UMT7FREVACVXI7I2KTXMIHSEOJNTOEM5"",""23840""], [""20070920121441"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""AZ7PPV62RYQJW6MYCROMBLSNFMIXAF6R"",""306""], [""20070920121513"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""CSQ4BSMKRVKR27KJZZA2PPFN4RGO6R34"",""306""], [""20071018092116"",""http://www.theroomz.yoyo.pl:80/yoyo.pnq"",""200"",""text/plain"",""3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ"",""298""]] "
yoyo.pnq	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	""",""23840""], [""20070920121441"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""AZ7PPV62RYQJW6MYCROMBLSNFMIXAF6R"",""306""], [""20070920121513"",""http://www.theroomz.yoyo.pl/yoyo.pnq"",""200"",""text/plain"",""CSQ4BSMKRVKR27KJZZA2PPFN4RGO6R34"",""306""], [""20071018092116"",""http://www.theroomz.yoyo.pl:80/yoyo.pnq"",""200"",""text/plain"",""3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ"",""298""]] "
/paper/	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	"], [""20110731043924"",""http://www.theroomz.yoyo.pl/logo2.jpg"",""200"",""image/jpeg"",""ZMKOOCZYXARBDZMFDDTD7GW5ZAKCN3QK"",""48759""], [""20110731043925"",""http://www.theroomz.yoyo.pl/newroomers.jpg"",""200"",""image/jpeg"",""Z75U5JDJ2H7VEGAZMLGXGSFPUIJA6O4N"",""6634""], [""20071121144203"",""http://www.theroomz.yoyo.pl:80/paper/"",""200"",""text/html"",""H66M5OTNFF26LSQYOCCAZ6V3FNMSP4ET"",""1026""], [""20070703063940"",""http://www.theroomz.yoyo.pl:80/robots.txt"",""200"",""text/plain"",""NWON2VYIZZUHVQLCZGIN4HR3JJGOCI46"",""316""], [""20070817060529"",""http://www.theroomz.yoyo.pl:80/robots.txt"",""200"",""text/plain"",""HYHIOZWMZCDBGJ3A2TSR72EMFR7G45PS"",""326""], [""20130206164127"",""http://www.theroomz.yoyo.pl/robots.txt"",""200"",""text/html"",""LKRDW4EUVFXEDPE2JGPM53L567EMHB5N"",""421""], [""20130415095754"",""http://www.theroomz.yoyo.pl/robots.txt"",""200"",""te"
/this/lesson.htm	research/continued-hunt/public-archives/wayback__www.theroomz.yoyo.pl_.json	"""], [""20070326021907"",""http://www.theroomz.yoyo.pl:80/scr/scr02.jpg"",""200"",""image/jpeg"",""NR2NKF5WULMQLPB4LWO2LM6V5NZIAKFR"",""69353""], [""20071128034207"",""http://www.theroomz.yoyo.pl:80/this/"",""200"",""text/html"",""DHJ4MH7WUCZEHO2QXT6LE5RW644TVFY4"",""450""], [""20071129231525"",""http://www.theroomz.yoyo.pl:80/this/lesson.htm"",""200"",""text/html"",""VDTNZSLHO6URK42UOILXUBOD67Q7S5UG"",""521""], [""20080204150434"",""http://www.theroomz.yoyo.pl:80/this/lesson.htm"",""200"",""text/html"",""62JJQADFFRN7HDOMGT2SXRFF5N6FCODF"",""412""], [""20110930161030"",""http://www.theroomz.yoyo.pl/tricon.ico"",""200"",""image/x-icon"",""ISTPKOTSFVHJIRQBKJMMCGL5YR2WJFAG"",""520""], [""20110930161017"",""http://www.theroomz.yoyo.pl/UnderTR.swf"",""200"",""application/x-shockwave-flash"",""UMT7FREVACVXI7I2KTXMIHSEOJNTOEM5"",""23840""], [""20070920121441"",""http://www.theroomz.yoyo"
