timestamp	original	local_path	sha256	bytes	status
20160504022934	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20160504022934/theroomz.yoyo.pl/index.html	c84500e135fd42b6a60bf1fb130751d98981cc3281771662d2cfd4c522b29c40	24949	existing
20160610035120	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20160610035120/theroomz.yoyo.pl/index.html	219aaa47fe21a686465c7f25aa2a50d3e79139607c95d592a7324333834f31a7	30717	existing
20170722212603	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20170722212603/theroomz.yoyo.pl/index.html	8b3d4bb511f6a663ed399dfd5292e91b26c19e6f1405ae9c3d938aefd2c6b402	21531	existing
20180329211132	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20180329211132/theroomz.yoyo.pl/index.html	04798ed10b2dedd28f09afbd265628a460a8c13336140a15bff51717f7426107	21608	existing
20210322112840	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20210322112840/theroomz.yoyo.pl/index.html	f26a3cc238132a0f788baffca1748bf3871381ab1ee48de9e0ade836f3cd0407	54995	existing
20260202043320	http://theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20260202043320/theroomz.yoyo.pl/index.html	d1bcc8d36790c374238ec58aa4648b2dc68cea560efe5d945a89cbf15d7a0fd6	2887	existing
20160610035115	http://theroomz.yoyo.pl/robots.txt	originals/recovered/yoyo-by-capture/20160610035115/theroomz.yoyo.pl/robots.txt	38c25815580a622fa3879ffdc6aa5ed9a22a843049756612aaef954bd32ba940	149	existing
20170424215126	http://theroomz.yoyo.pl/robots.txt	originals/recovered/yoyo-by-capture/20170424215126/theroomz.yoyo.pl/robots.txt	7e4e4d3da018b1e3e59555303632cc8de5e5bd4cd351ca1e30edc4cf11c06efd	390	existing
20130206164235	http://theroomz.yoyo.pl/roomers-online2.gif	originals/recovered/yoyo-by-capture/20130206164235/theroomz.yoyo.pl/roomers-online2.gif	73bf8c0819148ac60cfa0df1b7b568d5cd6e91d33d0c63a837259b0a09473487	141	existing
20130305022814	http://theroomz.yoyo.pl:80/hof.htm	originals/recovered/yoyo-by-capture/20130305022814/theroomz.yoyo.pl/hof.htm	c7aeb2285620df20618657b3b1c0cbd500095ef6eeb9be17a3587f1b8bed2410	129	existing
20110930160954	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20110930160954/www.theroomz.yoyo.pl/index.html	43ce67ce95ce3a8d597992fa806a5a588f8686024ada2595c449bd0204ee7427	6431	existing
20121106220600	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20121106220600/www.theroomz.yoyo.pl/index.html	6e8dcba2a8b5eab28ae2c2b5b29dcf49e6987b92a51137582f046f2b361febe1	7239	existing
20130514020922	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20130514020922/www.theroomz.yoyo.pl/index.html	2dedd0ac9b6000ff89afa0ecdc05fea6acf81312def98b7a1f0b3efd36ab69e7	7241	existing
20130809195032	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20130809195032/www.theroomz.yoyo.pl/index.html	83f77795521edda1f1729384ebd6d5ae6a7ba2607724d41aea20af0b2eaaca2d	7378	existing
20130901174040	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20130901174040/www.theroomz.yoyo.pl/index.html	bd4d68266230cba9b4cb4b81f328ccf003baa5e23b97cd156447b2f678741c64	7368	existing
20150416092348	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20150416092348/www.theroomz.yoyo.pl/index.html	8ee3f4410ff1e3c4fde6e581f849c8ad441839c669e67c9adeb7da7bf56089c2	25297	existing
20220331020047	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20220331020047/www.theroomz.yoyo.pl/index.html	0dc0c06cb04ad64b2922b3b507c1d65ee7d099c33d2aec21799a7c370d3ace47	54960	existing
20260202004233	http://www.theroomz.yoyo.pl/	originals/recovered/yoyo-by-capture/20260202004233/www.theroomz.yoyo.pl/index.html	5ccf228cf6ea1dc8fb64ee421937412b9052b31bb657a03f63bf60ddf71d0ef5	2914	existing
20110930161037	http://www.theroomz.yoyo.pl/AC_RunActiveContent.js	originals/recovered/yoyo-by-capture/20110930161037/www.theroomz.yoyo.pl/AC_RunActiveContent.js	dd4af212d2dce74565cb3360308141d23548e15a5a23d9a49c9cab69b55d95de	8321	existing
20121102214347	http://www.theroomz.yoyo.pl/RRR.swf	originals/recovered/yoyo-by-capture/20121102214347/www.theroomz.yoyo.pl/RRR.swf	c58a2a373bcc3c1cb36b9864b4bf1932f009c8f96a457f9d4d3db3cdc5f8f4f5	17061	existing
20110930161009	http://www.theroomz.yoyo.pl/RoomzMain.swf	originals/recovered/yoyo-by-capture/20110930161009/www.theroomz.yoyo.pl/RoomzMain.swf	d7dd1d01587d2857d5bb67cc7b94c0ab6f9fc18b53d66cd81f2b849606ea32e1	10995	existing
20110930161017	http://www.theroomz.yoyo.pl/UnderTR.swf	originals/recovered/yoyo-by-capture/20110930161017/www.theroomz.yoyo.pl/UnderTR.swf	161aad66dfee6c219dd9fab2206e8f1f335f4ab1f29875de672057d515c128f3	23285	existing
20070920121443	http://www.theroomz.yoyo.pl/back.gif	originals/recovered/yoyo-by-capture/20070920121443/www.theroomz.yoyo.pl/back.gif	7f587aef168635789c9da8581a1ebd8394600f7b969a4868e81f9e8a52fff6f5	1415	existing
20110930161003	http://www.theroomz.yoyo.pl/back.gif	originals/recovered/yoyo-by-capture/20110930161003/www.theroomz.yoyo.pl/back.gif	7f587aef168635789c9da8581a1ebd8394600f7b969a4868e81f9e8a52fff6f5	1415	existing
20160504022936	http://www.theroomz.yoyo.pl/danger/	originals/recovered/yoyo-by-capture/20160504022936/www.theroomz.yoyo.pl/danger/index.html	d6dbb3744c81fc76d8ad1d180148215fa5cc85a72ee75ee237b5c2dd865a87ce	25031	existing
20210322112841	http://www.theroomz.yoyo.pl/danger/	originals/recovered/yoyo-by-capture/20210322112841/www.theroomz.yoyo.pl/danger/index.html	a35d798035caddc9c2bcebfa63677ff659b191663ea670582da7cb090247b5e8	55603	existing
