topic_page	token	context
20080208154823_t164_4JXNI3LEYAI3.html	//hrsbstaff.ednet.ns.ca/norril/pedmas.htm	---------------------- Roomz: 44/45 Bonus Roomz: 4/4 Feel Free to PM me. WILL NOT SPOIL --------------------------- Back to top .:Stachu:. Posted: Sat Aug 04, 2007 10:28 pm --> Lord of The Roomz Joined: 22 Sep 2006 Posts: 1347 Location: Hell To clear it: http://hrsbstaff.ednet.ns.ca/norril/pedmas.htm 2. The general rule is to use the following anachronism: BEDMAS (in English) or PEDMAS (en francais) http://en.wikipedia.org/wiki/Order_of_operations Division and Multiplication is on the same level, so it can be PEDMAS, PEMDAS, BEDMAS, BEMDAS. _________________ .....:::ENTER THE ROOMZ:::..... Life is a room where the password is 'death' Progress: Roomz: mine (45/45 +4) :p, eri's (1/2), RG's (2/2), kish's (4/4 with 
