timestamp	page	roomz_url	saved_snapshot
20080817031202	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080817031202__1e9573d5901c.html
20080817031202	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080817031202__1e9573d5901c.html
20080817031202	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080817031202__1e9573d5901c.html
20080817031202	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080817031202__1e9573d5901c.html
20080818144754	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080818144754__3157b8069f26.html
20080818144754	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080818144754__3157b8069f26.html
20080818144754	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080818144754__3157b8069f26.html
20080818144754	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080818144754__3157b8069f26.html
20080819192310	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080819192310__6854988e8c52.html
20080819192310	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080819192310__6854988e8c52.html
20080819192310	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080819192310__6854988e8c52.html
20080819192310	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080819192310__6854988e8c52.html
20080820231704	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080820231704__ef3801596b71.html
20080820231704	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080820231704__ef3801596b71.html
20080820231704	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080820231704__ef3801596b71.html
20080820231704	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080820231704__ef3801596b71.html
20080822154239	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080822154239__92fa43c3613d.html
20080822154239	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080822154239__92fa43c3613d.html
20080822154239	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080822154239__92fa43c3613d.html
20080822154239	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080822154239__92fa43c3613d.html
20080823175609	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080823175609__faf07d4b788e.html
20080823175609	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080823175609__faf07d4b788e.html
20080823175609	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080823175609__faf07d4b788e.html
20080823175609	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080823175609__faf07d4b788e.html
20080824200339	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080824200339__437b844fb475.html
