timestamp	page	raw_reference	resolved_url	snapshot
20070227224047	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8Z2AzMzL1Amp4A2HlMwEvMTL0AJR2MTDlAmyxAJRmL2D2ZwSwAGAxA3j7sQNhZv4jsQg8ZUj7sQR=	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8Z2AzMzL1Amp4A2HlMwEvMTL0AJR2MTDlAmyxAJRmL2D2ZwSwAGAxA3j7sQNhZv4jsQg8ZUj7sQR=	research/yoyo-roomz-launch-history/20070227224047__96dc42201988__roomz.htm
20070227224047	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/pure.js	http://t.yoyo.pl/pure.js	research/yoyo-roomz-launch-history/20070227224047__96dc42201988__roomz.htm
20070307144359	http://www.theroomz.yoyo.pl:80/roomz.htm	/yoyo.pnq	http://www.theroomz.yoyo.pl:80/yoyo.pnq	research/yoyo-roomz-launch-history/20070307144359__3fcdc50da911__roomz.htm
20070307144359	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070307144359__3fcdc50da911__roomz.htm
20070307144359	http://www.theroomz.yoyo.pl:80/roomz.htm	back.gif	http://www.theroomz.yoyo.pl:80/back.gif	research/yoyo-roomz-launch-history/20070307144359__3fcdc50da911__roomz.htm
20070307144359	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8A2Z1AQSzAJIuMwLlLJD4ZQMuZzH0L2D0MTAwZGR5AGWyZwRmMQt4Z3j7sQNhZv4jsQg8ZUj7sQR=	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8A2Z1AQSzAJIuMwLlLJD4ZQMuZzH0L2D0MTAwZGR5AGWyZwRmMQt4Z3j7sQNhZv4jsQg8ZUj7sQR=	research/yoyo-roomz-launch-history/20070307144359__3fcdc50da911__roomz.htm
20070307144359	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/pure.js	http://t.yoyo.pl/pure.js	research/yoyo-roomz-launch-history/20070307144359__3fcdc50da911__roomz.htm
20070315080611	http://www.theroomz.yoyo.pl:80/roomz.htm	/yoyo.pnq	http://www.theroomz.yoyo.pl:80/yoyo.pnq	research/yoyo-roomz-launch-history/20070315080611__b59642bd1ff6__roomz.htm
20070315080611	http://www.theroomz.yoyo.pl:80/roomz.htm	RoomzMain.swf	http://www.theroomz.yoyo.pl:80/RoomzMain.swf	research/yoyo-roomz-launch-history/20070315080611__b59642bd1ff6__roomz.htm
20070315080611	http://www.theroomz.yoyo.pl:80/roomz.htm	back.gif	http://www.theroomz.yoyo.pl:80/back.gif	research/yoyo-roomz-launch-history/20070315080611__b59642bd1ff6__roomz.htm
20070315080611	http://www.theroomz.yoyo.pl:80/roomz.htm	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8BQH2MwSwBJD1LzLlMQSxAmL5AmMvL2H0AwuyZJR1ZwyxLmH4L2LjAKj7sQNhZv4jsQg8ZUj7sQR=	http://t.yoyo.pl/l.php?t=2&p=AwDhZwN4YwR3Zv4kAmy8B3k3q3phqTuypz9ioKbhrJ95ol5joUj7sS9RK3j7sS9HK3j7sP9lo29grv5bqT18B3kcLI9upzAbnKMypaj7sUj7sUj7sQO8B3jjsQg8BQH2MwSwBJD1LzLlMQSxAmL5AmMvL2H0AwuyZJR1ZwyxLmH4L2LjAKj7sQNhZv4jsQg8ZUj7sQR=	research/yoyo-roomz-launch-history/20070315080611__b59642bd1ff6__roomz.htm
