discovered_url	timestamp	archived_original	status	mimetype	length	digest
http://ad.yoyo.pl/img/kill.png	20130513124852	http://ad.yoyo.pl/img/kill.png	200	image/png	993	GX4PAUKUYC4UL7MVMMGLLH54XKE7IQUC
http://ad.yoyo.pl/img/kill.png	20130513210801	http://ad.yoyo.pl/img/kill.png	200	image/png	994	GX4PAUKUYC4UL7MVMMGLLH54XKE7IQUC
http://ad.yoyo.pl/img/kill.png	20130604025435	http://ad.yoyo.pl/img/kill.png	404	text/html	558	QOQLHIIAZ2QYHDQ562OEQKZYTTU45235
http://ad.yoyo.pl/img/kill.png	20130628192402	http://ad.yoyo.pl/img/kill.png	404	text/html	389	QOQLHIIAZ2QYHDQ562OEQKZYTTU45235
http://ad.yoyo.pl/img/kill.png	20130712225644	http://ad.yoyo.pl/img/kill.png	404	text/html	561	QOQLHIIAZ2QYHDQ562OEQKZYTTU45235
http://ad.yoyo.pl/img/kill.png	20130727010144	http://ad.yoyo.pl/img/kill.png	404	text/html	561	QOQLHIIAZ2QYHDQ562OEQKZYTTU45235
http://ad.yoyo.pl/img/kill.png	20130810074359	http://ad.yoyo.pl/img/kill.png	404	text/html	561	QOQLHIIAZ2QYHDQ562OEQKZYTTU45235
http://ad.yoyo.pl/img/kill.png	20131209210243	http://ad.yoyo.pl/img/kill.png	404	text/html	554	UZUJRM3MSTCTOZXGNQNHVLVRJFCH5QED
http://ad.yoyo.pl/img/kill.png	20131216122226	http://ad.yoyo.pl/img/kill.png	-	warc/revisit	460	UZUJRM3MSTCTOZXGNQNHVLVRJFCH5QED
http://theroomz.yoyo.pl/roomers-online2.gif	20130206164235	http://theroomz.yoyo.pl/roomers-online2.gif	200	text/html	423	JYJJIF7HWTDA2PZPG2C7Z5EBWXR6ZZCN
http://theroomz.yoyo.pl:80/back.gif	20070920121443	http://www.theroomz.yoyo.pl/back.gif	200	image/gif	1396	M55SKF5I3VSWUMJMWCGIW27A2HDNUJFK
http://theroomz.yoyo.pl:80/back.gif	20070920121515	http://www.theroomz.yoyo.pl/back.gif	200	image/gif	1397	M55SKF5I3VSWUMJMWCGIW27A2HDNUJFK
http://theroomz.yoyo.pl:80/back.gif	20110930161003	http://www.theroomz.yoyo.pl/back.gif	200	image/gif	1521	DBT2DHQDPIEHEPMJ63RHDQO2WFNHZ4FE
http://theroomz.yoyo.pl:80/back.gif	20130621143756	http://www.theroomz.yoyo.pl/back.gif	-	warc/revisit	463	DBT2DHQDPIEHEPMJ63RHDQO2WFNHZ4FE
http://www.theroomz.yoyo.pl/back.gif	20070920121443	http://www.theroomz.yoyo.pl/back.gif	200	image/gif	1396	M55SKF5I3VSWUMJMWCGIW27A2HDNUJFK
http://www.theroomz.yoyo.pl/back.gif	20070920121515	http://www.theroomz.yoyo.pl/back.gif	200	image/gif	1397	M55SKF5I3VSWUMJMWCGIW27A2HDNUJFK
