topic_id	mapped_title	timestamp	url	context
109	1	20080208154216	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
14	1	20080213033112	http://theroomz.19.forumer.com/viewtopic.php?t=14&postdays=0&postorder=asc&start=50	
14	1	20080208154541	http://theroomz.19.forumer.com/viewtopic.php?t=14&start=0	
142	5	20080208154623	http://theroomz.yoyo.pl/logo2.jpg	
142	5	20080208154623	http://theroomz.yoyo.pl/scr/angelav.jpg	
142	5	20080208154623	http://theroomz.org	
142	5	20080208154623	http://www.theroomz.org	
142	5	20080208154623	http://theroomz.19.forumer.com/viewtopic.php?t=142&start=0	
142	5	20080208154623	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
165	1	20080208154833	http://theroomz.yoyo.pl/logo2.jpg	
165	1	20080208154833	http://theroomz.yoyo.pl/scr/angelav.jpg	
165	1	20080208154833	http://theroomz.org	
165	1	20080208154833	http://www.theroomz.org	
165	1	20080208154833	http://theroomz.19.forumer.com/viewtopic.php?t=165&start=0	
165	1	20080208154833	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
17	Room 7 - challenge time	20080208155010	http://theroomz.yoyo.pl/logo2.jpg	
17	Room 7 - challenge time	20080208155010	http://theroomz.yoyo.pl/scr/angelav.jpg	
17	Room 7 - challenge time	20080208155010	http://theroomz.org	
17	Room 7 - challenge time	20080208155010	http://www.theroomz.org	
17	Room 7 - challenge time	20080208155010	http://theroomz.yoyo.pl	
17	Room 7 - challenge time	20080208155010	http://theroomz.19.forumer.com/viewtopic.php?t=17&start=0	
17	Room 7 - challenge time	20080208155010	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
187	1	20080208155031	http://theroomz.yoyo.pl/logo2.jpg	
187	1	20080208155031	http://theroomz.yoyo.pl/scr/angelav.jpg	
187	1	20080208155031	http://theroomz.org	
187	1	20080208155031	http://www.theroomz.org	
