topic_id	mapped_title	timestamp	original	bytes	sha256	final_url
5	1	20080207153740	http://theroomz.19.forumer.com:80/viewtopic.php?t=5	120247	3e758a9628319fa9aabe3c05521b49e8baa3f2db11ba0ab635677484e962619c	https://web.archive.org/web/20080207153740id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5
5	1	20080208155605	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=100	125162	5927dacfb9f0202d47613e27ded3f9132e36de7f94da6672f60a59a61d60b0bc	https://web.archive.org/web/20080208155605id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=100
5	1	20080208155608	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=125	32470	3e52de63203b4302045105f5aa2121ea5e5f2c489c22f6358326d47ec9ca3fc9	https://web.archive.org/web/20080208155608id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=125
5	1	20080208155614	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=50	125218	a49588c01a8812ac7d1a8b31caecaeeaf68bde3f07be04e15ac3b026b78177a1	https://web.archive.org/web/20080208155614id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=50
5	1	20080208155619	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=75	116731	9ea6810267ce3b216ac4a96c02d05644e382f3cd67c04787695faa32380d54b2	https://web.archive.org/web/20080208155619id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&postdays=0&postorder=asc&start=75
5	1	20080208155625	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=0&postdays=0&postorder=asc&highlight=	120291	c69e1bc4f91cb9e9ddc0cfae715a3b6691a49a3f9cd90567d69490aacc91c451	https://web.archive.org/web/20080208155625id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=0&postdays=0&postorder=asc&highlight=
5	1	20080208155628	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=0&sid=0c892ab91f8b899c616578b04962c74f	120255	0540efa21c26e74334d071cd9e9e628dd6ce4d5d0291ccfcbefa453a27c5a885	https://web.archive.org/web/20080208155628id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=0&sid=0c892ab91f8b899c616578b04962c74f
5	1	20080208155638	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=125&sid=0c892ab91f8b899c616578b04962c74f	32445	64d06aef54fe38ee098920a2590be2ede660bf1d204fb3619dab4138c56d8ab2	https://web.archive.org/web/20080208155638id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=125&sid=0c892ab91f8b899c616578b04962c74f
5	1	20080208155644	http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=75&sid=0c892ab91f8b899c616578b04962c74f	116706	1d08af4e70c8aff98472c2ad89f2f9e07ef71b7ea343ab57ad0fc9f8a3ea64d5	https://web.archive.org/web/20080208155644id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=5&start=75&sid=0c892ab91f8b899c616578b04962c74f
6	Announcement: All about THE ROOMZ project	20070311091501	http://theroomz.19.forumer.com:80/viewtopic.php?t=6&sid=cd20e078ed523ac28eeff5ca6e42fd8e	40579	ac7c7e9e6ca522bc86d22819159f76f4074679c1c493ef4ed38d085389c41d9e	https://web.archive.org/web/20070311091501id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=6&sid=cd20e078ed523ac28eeff5ca6e42fd8e
6	Announcement: All about THE ROOMZ project	20070314005339	http://theroomz.19.forumer.com:80/viewtopic.php?t=6&highlight=&sid=4f84b4d42e4ce4e7283c15c8e9c3b2a6	40579	762768f3e068c678e96919f5c34247f2577d394c532c01ba87538b5dd65b456e	https://web.archive.org/web/20070314005339id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=6&highlight=&sid=4f84b4d42e4ce4e7283c15c8e9c3b2a6
6	Announcement: All about THE ROOMZ project	20070316091331	http://theroomz.19.forumer.com:80/viewtopic.php?t=6	40575	20b9fe86eee10ca7eeadfad858e2eb46b622d4b780ea0cc7fdb3d27b5970c638	https://web.archive.org/web/20070316091331id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=6
7	Sticky: Funny Thing	20070311091545	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&	26709	7998131bd4994c9ed45f6a5d4d27244ac759c5276fa8b425ccfd1b4ee6c12c3b	https://web.archive.org/web/20070313150415id_/http://theroomz.19.forumer.com/viewtopic.php?t=7&sid=cd20e078ed523ac28eeff5ca6e42fd8e
7	Sticky: Funny Thing	20070313150415	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&sid=cd20e078ed523ac28eeff5ca6e42fd8e	26709	7998131bd4994c9ed45f6a5d4d27244ac759c5276fa8b425ccfd1b4ee6c12c3b	https://web.archive.org/web/20070313150415id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&sid=cd20e078ed523ac28eeff5ca6e42fd8e
7	Sticky: Funny Thing	20070315230846	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&highlight=&sid=e27435025e1f5c08973125c7154cecda	26705	104f91d3efbddb4922fb72e7b203cee4b06b7429b5291d718bdf786f7b1bf326	https://web.archive.org/web/20070315230846id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&highlight=&sid=e27435025e1f5c08973125c7154cecda
7	Sticky: Funny Thing	20070316091532	http://theroomz.19.forumer.com:80/viewtopic.php?t=7	26705	22da389875dc20a8d8fbbbdf90e7b726621fed5c557cd2b33ae3a7dcb9d69d90	https://web.archive.org/web/20070316091532id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7
7	Sticky: Funny Thing	20070317013629	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&highlight=&sid=e27435025e1f5c08973125c7154cecda	26705	0581264976a36eb4da8959af133448fc549fbe1b1a07190def4ed3028226c61a	https://web.archive.org/web/20070317013629id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&highlight=&sid=e27435025e1f5c08973125c7154cecda
7	Sticky: Funny Thing	20070318042311	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&view=previous&sid=c40b6c5e936987dbd22ecbd02e63f801	17261	9383d6fd68e69a09e93553b75b315a42f1f18743af24c8e5640b3f15205c7c06	https://web.archive.org/web/20070318042311id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&view=previous&sid=c40b6c5e936987dbd22ecbd02e63f801
7	Sticky: Funny Thing	20070318125250	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&view=next&sid=c40b6c5e936987dbd22ecbd02e63f801	32174	b54f937a6553632c396f4c442eb5b9c4d97686308bbecfe77165d33fbcd80ec9	https://web.archive.org/web/20070318125250id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&view=next&sid=c40b6c5e936987dbd22ecbd02e63f801
7	Sticky: Funny Thing	20070318125310	http://theroomz.19.forumer.com:80/viewtopic.php?t=7&start=0&postdays=0&postorder=asc&highlight=&sid=c40b6c5e936987dbd22ecbd02e63f801	26705	ea6b741eb458189c3444b92f4a4deaaf16b2997c71c124a140c54ec8221df123	https://web.archive.org/web/20070318125310id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=7&start=0&postdays=0&postorder=asc&highlight=&sid=c40b6c5e936987dbd22ecbd02e63f801
8	Sticky: How to register on the foroom?	20070312211523	http://theroomz.19.forumer.com:80/viewtopic.php?t=8&sid=cd20e078ed523ac28eeff5ca6e42fd8e	32200	cf9630802fa0e393616971cdadd2f00837f3a6c7e6bbcccb82b0f308afa4b071	https://web.archive.org/web/20070312211523id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8&sid=cd20e078ed523ac28eeff5ca6e42fd8e
8	Sticky: How to register on the foroom?	20070316024136	http://theroomz.19.forumer.com:80/viewtopic.php?t=8&highlight=&sid=e27435025e1f5c08973125c7154cecda	32192	e4aef2dc28f2fd59e0e664b2bd83bda2ec05a96e6fb14207c1d398f629c8bb78	https://web.archive.org/web/20070316024136id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8&highlight=&sid=e27435025e1f5c08973125c7154cecda
