topic_id	mapped_title	timestamp	original	bytes	sha256	final_url
8	Sticky: How to register on the foroom?	20070316091553	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	32192	64cbb16821c849ffc6f100690a8cb0756de347c095debe56da24c0ec60a88733	https://web.archive.org/web/20070316091553id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20071102143850	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	26165	6042918fe08bb1b4b9ca8f0947ab96468f7fb555abd32c91163b73a88b29d1b7	https://web.archive.org/web/20071102143850id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20080102173516	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	26165	d008ad8293c9b6f3a5d9d1adfdabc7f416c57a56af3b48a129951f8cda887f21	https://web.archive.org/web/20080102173516id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20080303144340	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	37348	71edc2a4f5a956976b6afc9c10b4e5127dc9166b8d2b1bc8920fbda4fe47329b	https://web.archive.org/web/20080303144340id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20081221132957	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	36297	a328285d2d5b9ce2051238bc82fda39729f61e334ce71653aecb7e20d6c0494b	https://web.archive.org/web/20081221132957id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20110618100424	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	29380	f0d3418d9b1f11e08ae0884b2b24f46ca2503d90cf00b6e04ff11dd098676b3d	https://web.archive.org/web/20110618100424id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
8	Sticky: How to register on the foroom?	20120215135351	http://theroomz.19.forumer.com:80/viewtopic.php?t=8	29861	d14940a989358d5a4328fd5f7632534709c6230762e3c9f04cc8453727ab1fe6	https://web.archive.org/web/20120215135351id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=8
10	8	20080208154158	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=0&sid=0c892ab91f8b899c616578b04962c74f	116735	2172cdd4d57b9423cb02ed667971bf0758648f2e1b10d0faaddfa6c989d05d38	https://web.archive.org/web/20080208154158id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=0&sid=0c892ab91f8b899c616578b04962c74f
10	8	20080208154201	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=125&sid=0c892ab91f8b899c616578b04962c74f	119297	bf3b25a0d2a30de2d141264d9528d2412216dbe8365d2c4a82782551db4acb8b	https://web.archive.org/web/20080208154201id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=125&sid=0c892ab91f8b899c616578b04962c74f
10	8	20080208154205	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=150&sid=0c892ab91f8b899c616578b04962c74f	120457	c3519d0c7fdb96370e6e351b994237080d3a572b9fde2c78bc023f63a00c3411	https://web.archive.org/web/20080208154205id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=150&sid=0c892ab91f8b899c616578b04962c74f
10	8	20080208154213	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=175&sid=0c892ab91f8b899c616578b04962c74f	83177	39c9db1a720fc2a2ec2a690f75c23c225356893b870bd2130692f83b878e243e	https://web.archive.org/web/20080208154213id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=175&sid=0c892ab91f8b899c616578b04962c74f
10	8	20080212112339	http://theroomz.19.forumer.com:80/viewtopic.php?t=10	116775	2c598a4939b0b01ed02a5bad31deb90c187b1f4bddc25798cd5e297c938285ca	https://web.archive.org/web/20080212112339id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10
10	8	20080213042834	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&view=next	118690	1164e5610a4eb2bfb8bbb50c3f4176a1323d26e897c015da727e15b7a38d016f	https://web.archive.org/web/20080213042834id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&view=next
10	8	20080213042840	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&view=previous	119008	80645436f5280a917aac7a7f587452245db55671026b3515b927ab894141f885	https://web.archive.org/web/20080213042840id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&view=previous
10	8	20080213050004	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&postdays=0&postorder=asc&start=25	134261	bfd06b1c1f91c281f17b90ed77deee10246141e2a2e2451fe49daf356b6c23a9	https://web.archive.org/web/20080213050004id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&postdays=0&postorder=asc&start=25
10	8	20080213075038	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&postdays=0&postorder=asc&start=50	129827	bd2f5b5d1a527e75493b5056d50e2eb6534e93f55ade9757acb1e4e7961a92d4	https://web.archive.org/web/20080213075038id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&postdays=0&postorder=asc&start=50
10	8	20080213075043	http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=0&postdays=0&postorder=asc&highlight=	116819	e7c08fc00a4b9b42b9afa8d6465c71884b09d7d21f64948d37d9196ec484a871	https://web.archive.org/web/20080213075043id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=10&start=0&postdays=0&postorder=asc&highlight=
11	11	20080208154235	http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=0&sid=0c892ab91f8b899c616578b04962c74f	122102	c39ebd9b722b6a6afbe17bbb2e1a5c25faa50fd2d3448bbafc6cb18e21be01e0	https://web.archive.org/web/20080208154235id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=0&sid=0c892ab91f8b899c616578b04962c74f
11	11	20080208154243	http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=175&sid=0c892ab91f8b899c616578b04962c74f	123732	9f1c0b01ea1e2d8739177a6c59fbb984a7e86b2f0cc86bbba13a3ac135877cf8	https://web.archive.org/web/20080208154243id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=175&sid=0c892ab91f8b899c616578b04962c74f
11	11	20080208154245	http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=200&sid=0c892ab91f8b899c616578b04962c74f	122360	f5faa7858c7e93f39b6395169cc17e0b5ab1463c33beffc61d1e3ab7ead86d67	https://web.archive.org/web/20080208154245id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=11&start=200&sid=0c892ab91f8b899c616578b04962c74f
13	Level 4 - forgotten life	20080208154446	http://theroomz.19.forumer.com:80/viewtopic.php?t=13&start=150&sid=0c892ab91f8b899c616578b04962c74f	117189	f3ff1d9b456a02777f9bb671e4997bb8441460c3c8e2faa3c9cbfbce4f4d5db4	https://web.archive.org/web/20080208154446id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=13&start=150&sid=0c892ab91f8b899c616578b04962c74f
13	Level 4 - forgotten life	20080208154451	http://theroomz.19.forumer.com:80/viewtopic.php?t=13&start=175&sid=0c892ab91f8b899c616578b04962c74f	120405	533c841c76132792b63d2e29072c6c01f538dba993c056bd83bb7036736e875d	https://web.archive.org/web/20080208154451id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=13&start=175&sid=0c892ab91f8b899c616578b04962c74f
14	1	20080208111225	http://theroomz.19.forumer.com:80/viewtopic.php?t=14	120858	3736a943392859d8ccd8d40d1872e068e967e192166653ca01694f20ac757663	https://web.archive.org/web/20080208111225id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14
14	1	20080208154541	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=0&sid=0c892ab91f8b899c616578b04962c74f	120866	6609ca9601aa4a07c6780c6e14d5bcdce67611a55ed34ebf37d3f388d6dcc0d2	https://web.archive.org/web/20080208154541id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=0&sid=0c892ab91f8b899c616578b04962c74f
14	1	20080208154546	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=175&sid=0c892ab91f8b899c616578b04962c74f	119605	21e32a09878e4d176e447e0c8dc3e697fa5a379db69a6aebb40a459cea1e942f	https://web.archive.org/web/20080208154546id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=175&sid=0c892ab91f8b899c616578b04962c74f
14	1	20080208154551	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=200&sid=0c892ab91f8b899c616578b04962c74f	119263	895abb6d4b9dcdc9c2a7989b6c4f108ad8f84ec5ca8c864a742f64151a28a224	https://web.archive.org/web/20080208154551id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=200&sid=0c892ab91f8b899c616578b04962c74f
14	1	20080208154555	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=225&sid=0c892ab91f8b899c616578b04962c74f	29121	374d63e3baa1cb42a82f730af46a26d03589b1cbdf3852b10a55be5b1423b699	https://web.archive.org/web/20080208154555id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=225&sid=0c892ab91f8b899c616578b04962c74f
14	1	20080209120250	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=25	121671	0029fd833625abbcb6d79d7def9e8d61aad96489668e945598e397d7334d1649	https://web.archive.org/web/20080209120250id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=25
14	1	20080209120255	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=next	114177	bf86629a197d88db623bab1b7ceccd2e218f3949d52486b0d155fa7432c52dc9	https://web.archive.org/web/20080209120255id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=next
14	1	20080209120301	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=previous	115260	5d37e0ffa1d6bb5f39ba4254127f2e76538b66cdf52500531c00efa006c31141	https://web.archive.org/web/20080209120301id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=previous
14	1	20080209131601	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=100	117006	4f288f217c94ea09b2fac6eff9d2c2d774277d8c7671d3537d24de5ad6ff53e4	https://web.archive.org/web/20080209131601id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=100
14	1	20080209131611	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=150	123487	010277def8a56fe7ae79913ae7e8b576f1fb3ab1d6922156ceb8640ed34a5bb8	https://web.archive.org/web/20080209131611id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=150
14	1	20080209131616	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=175	119630	080ff49ff631a73a82682ca072fa9061b254d218df981bac1a1a72ea37f07ac9	https://web.archive.org/web/20080209131616id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=175
14	1	20080209131622	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=200	119288	a90f98edcf3a6cfe522502774e8d08f5f22c7af01c61c072e23f956895fa32a4	https://web.archive.org/web/20080209131622id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=200
14	1	20080209131632	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=50	127159	86fda7d1a1f7934a733fd8776d32177b22ebb757874fa32b2e1efc35f30b0f3f	https://web.archive.org/web/20080209131632id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=50
14	1	20080209131642	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=0&postdays=0&postorder=asc&highlight=	120998	2711a0985d56fcce8999769852fbfc442062e14c2811ddc38e0a0486b8d402d5	https://web.archive.org/web/20080209131642id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=0&postdays=0&postorder=asc&highlight=
14	1	20080212100728	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=25	127769	10ab3734e529b0bc7df359e546aa29b8505666524e55d06a5e070ed1cc23b4f2	https://web.archive.org/web/20080212100728id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=25
14	1	20080213033107	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=0&sid=a0d919c36a91fc76cc6721e2290ee305	120987	0313620512d610f0bea78ea93154b31184ce86f19c95d981e998389940d2fe40	https://web.archive.org/web/20080213033107id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=0&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213033112	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=50&sid=a0d919c36a91fc76cc6721e2290ee305	127159	c6854d75bd526293eed94399846e30e9b97f820b7ccfb3bd1d941220658bfdb8	https://web.archive.org/web/20080213033112id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=50&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213033117	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=next&sid=a0d919c36a91fc76cc6721e2290ee305	114177	ca162d4119b3c444bc1ab1ced13d157d33df1ed56ead1bc45591096cb4464446	https://web.archive.org/web/20080213033117id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=next&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213033122	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=previous&sid=a0d919c36a91fc76cc6721e2290ee305	115260	b004feff33c88f71cb5ceecdeda3e9994137270f4440d2833b9084d553f7a21c	https://web.archive.org/web/20080213033122id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&view=previous&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040828	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=100&sid=a0d919c36a91fc76cc6721e2290ee305	117006	a2b9c0b4e986549b329cfce8b3ea1226af03877cc67a11d59a08cba7d9e1178f	https://web.archive.org/web/20080213040828id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=100&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040832	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=125&sid=a0d919c36a91fc76cc6721e2290ee305	116239	793a9fa68666d0571ec94642ae231cb8369116a58ecb87ca07e3ce3bfe6364c5	https://web.archive.org/web/20080213040832id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=125&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040838	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=150&sid=a0d919c36a91fc76cc6721e2290ee305	123487	5738a05bb35fc274f04d0050c5a7c78342971df9fc505bed6f1d277dbff23ae4	https://web.archive.org/web/20080213040838id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=150&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040843	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=175&sid=a0d919c36a91fc76cc6721e2290ee305	119630	9868100337d4c0df56ef81aafd2328bf2ec485f3b1af2b4778083bf165db7a1a	https://web.archive.org/web/20080213040843id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=175&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040848	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=200&sid=a0d919c36a91fc76cc6721e2290ee305	119288	6905b10a3b05907804b35f8a8f0830accfdafc1bf002f793ee72e7e7855c9530	https://web.archive.org/web/20080213040848id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=200&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040854	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=225&sid=a0d919c36a91fc76cc6721e2290ee305	29146	722ce057d26f709cbef46897bb73e26d01c9b1f50b83f4a1f2d21bc8e2cb9bd4	https://web.archive.org/web/20080213040854id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=225&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040859	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=75&sid=a0d919c36a91fc76cc6721e2290ee305	125804	7d5940f611d687de4cc2dcac68eb9b080e43b3161f9ee6d93eb98675363831da	https://web.archive.org/web/20080213040859id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&postdays=0&postorder=asc&start=75&sid=a0d919c36a91fc76cc6721e2290ee305
14	1	20080213040904	http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=25&postdays=0&postorder=asc&highlight=&sid=a0d919c36a91fc76cc6721e2290ee305	121682	c026ccbd4f065e41f3c379c3b4e76e706fb40734dee0c3fe2e6804e773df89e6	https://web.archive.org/web/20080213040904id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=14&start=25&postdays=0&postorder=asc&highlight=&sid=a0d919c36a91fc76cc6721e2290ee305
15	Room 2 - the truth of bricks	20080208154642	http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=0&sid=0c892ab91f8b899c616578b04962c74f	115208	6ed6297ab0f6fd2c4b598f70167c241d55bb0cdfa48e2c0a480db622e2f445ae	https://web.archive.org/web/20080208154642id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=0&sid=0c892ab91f8b899c616578b04962c74f
15	Room 2 - the truth of bricks	20080208154651	http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=175&sid=0c892ab91f8b899c616578b04962c74f	121150	71c55b3894f07837ffe6587874c0b8ec63220e7f86d88d4249b833c7cafef5dd	https://web.archive.org/web/20080208154651id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=175&sid=0c892ab91f8b899c616578b04962c74f
15	Room 2 - the truth of bricks	20080208154656	http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=200&sid=0c892ab91f8b899c616578b04962c74f	93075	252b47c9531c799861775476782dbab33195ecafa9ec615104a05024bf029d0a	https://web.archive.org/web/20080208154656id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=15&start=200&sid=0c892ab91f8b899c616578b04962c74f
16	1	20080208154748	http://theroomz.19.forumer.com:80/viewtopic.php?t=16&start=0&sid=0c892ab91f8b899c616578b04962c74f	122211	6dd13aea6ef5023065fbd8a71ccbcb3ab9b59f7c52e1437a189971bcc1a5bc54	https://web.archive.org/web/20080208154748id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=16&start=0&sid=0c892ab91f8b899c616578b04962c74f
16	1	20080208154756	http://theroomz.19.forumer.com:80/viewtopic.php?t=16&start=100&sid=0c892ab91f8b899c616578b04962c74f	63392	30ebc187ca7ecd924708c3e9f57efb62b62374f36e8bf4ebbb3c680ca2737388	https://web.archive.org/web/20080208154756id_/http://theroomz.19.forumer.com:80/viewtopic.php?t=16&start=100&sid=0c892ab91f8b899c616578b04962c74f
