source	timestamp	url	bytes	sha256	signature	status	file	room_tokens	interesting_strings	final_url
live		https://www.jeuxclic.com/jeux/4f38429db014a.swf	469970	69c8e5d139d029617a5a65605e88c6103214cb1831b1ae1c4f059fb38b848967	CWS	already:originals/recovered/demo/the-roomz-3-room-demo.swf	live__current__69c8e5d139d0__4f38429db014a.swf	room3,room2,room1,room0	nextRoom | room3 | room2 | room2 | room1 | room0 | room1 | http://theroomz.19.forumer.com | nextRoom | TenRoom | room0 | TenRoom. | room0 | TenRoom | room1 | nextRoom | roomCompleted | room2 | TenRoom | room1 | TenRoom. | room1 | room2 | nextRoom | roomCompleted | room3 | TenRoom | room2 | TenRoom. | room2 | room3 | nextRoom | roomCompleted | TenRoom | room3 | TenRoom. | room3 | http://theroomz.org | roomCompleted	https://www.jeuxclic.com/jeux/4f38429db014a.swf
