timestamp	url	bytes	sha256	saved_file	repo_match	fetched_from_or_error
20070830131313	http://games.flashgames.it/avventura/the.roomz/game.swf				fetch-failed	RuntimeError('https://web.archive.org/web/20070830131313id_/http://games.flashgames.it/avventura/the.roomz/game.swf: <urlopen error [Errno 111] Connection refused>')
20090201052542	http://flashgames.it:80/preloader4.swf?fszie=469970&pub_path=				fetch-failed	RuntimeError('https://web.archive.org/web/20090201052542id_/http://flashgames.it:80/preloader4.swf?fszie=469970&pub_path=: <urlopen error [Errno 111] Connection refused>')
20090201052542	http://flashgames.it:80/avventura/the.roomz/game.swf				fetch-failed	RuntimeError('https://web.archive.org/web/20090201052542id_/http://flashgames.it:80/avventura/the.roomz/game.swf: <urlopen error [Errno 111] Connection refused>')
20100503162219	http://www.flashgames.it:80/preloader4.swf?fszie=469970&pub_path=				fetch-failed	RuntimeError('https://web.archive.org/web/20100503162219id_/http://www.flashgames.it:80/preloader4.swf?fszie=469970&pub_path=: HTTP Error 404: NOT FOUND')
20100503162219	http://web2.flashgames.it/avventura/the.roomz/game.swf?data_path=http://www.flashgames.it&debug=false				fetch-failed	RuntimeError('https://web.archive.org/web/20100503162219id_/http://web2.flashgames.it/avventura/the.roomz/game.swf?data_path=http://www.flashgames.it&debug=false: <urlopen error [Errno 111] Connection refused>')
20120501081209	http://web2.flashgames.it/preloader.swf?fszie=469970&pub_path=null				fetch-failed	RuntimeError('https://web.archive.org/web/20120501081209id_/http://web2.flashgames.it/preloader.swf?fszie=469970&pub_path=null: HTTP Error 404: NOT FOUND')
20120501081209	http://web2.flashgames.it/giochi/avventura/the.roomz/game.swf	469970	69c8e5d139d029617a5a65605e88c6103214cb1831b1ae1c4f059fb38b848967	research/mirror-leads/flashgames-it/swfs/69c8e5d139d02961.swf	originals/recovered/demo/the-roomz-3-room-demo.swf	http://web2.flashgames.it/giochi/avventura/the.roomz/game.swf
20250117192153	https://www.flashgames.it/giochi/avventura/the.roomz/game.swf	469970	69c8e5d139d029617a5a65605e88c6103214cb1831b1ae1c4f059fb38b848967	research/mirror-leads/flashgames-it/swfs/69c8e5d139d02961.swf	originals/recovered/demo/the-roomz-3-room-demo.swf	https://www.flashgames.it/giochi/avventura/the.roomz/game.swf
